id,last_scraped,source,name,description,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
15559436,2024-06-22,city scrape,"Beautifully renovated 1 Bed Apt. - Allston, Boston","This house was built in 1917 has high ceilings with crown molding and is close to the T, Mass Pike and Downtown Boston. You’ll love this newly renovated spacious apartment with hardwood floors, fireplace, eat-in kitchen, gas stove, refrigerator, microwave, 2 LCD TV's, WIFI, queen & trundle bed, washer&dryer. Parking is provided. This unique space is great for couples, solo adventurers, business travelers, and can sleep four people. Allston is very active, and is close to several universities.",100180968,2016-10-18,within a day,50%,0%,f,Allston-Brighton,4,8,"['email', 'phone']",t,Allston,42.3533,-71.12833,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Free parking on premises"", ""Long term stays allowed"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Dryer"", ""Lockbox"", ""TV with standard cable"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Smoke alarm"", ""Indoor fireplace"", ""Wifi"", ""Window AC unit"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",160.0,29,90,t,9,28,58,333,2024-06-22,402,2017-01-29,2022-12-02,4.91,4.98,4.95,4.91,4.89,4.84,4.87,f,1,4.46
15901362,2024-06-22,city scrape,Fabulous North End 3 BR | 1.5 BA in Little Italy,"Newly renovated 3 Bedroom | 1.5 Bath ground-level apartment located in Boston's historic North End. This spacious and charming 1,000 sqft condo is located on the ground floor and offers central A/C, brand new kitchen and bathrooms, a spacious living room 3 medium size bedrooms, and new hardwood floors!<br /><br />While the apartment does not offer any views, the location, three bedrooms and 1.5 baths more than makes up for any missed views - a half block from Hanover Street and the waterfront.",9410008,2013-10-13,within an hour,100%,100%,t,Back Bay,21,48,"['email', 'phone']",f,North End,42.36753,-71.05266,Entire rental unit,Entire home/apt,6,1.5,3.0,3.0,"[""Laundromat nearby"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking garage off premises"", ""Hot water"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Toaster"", ""Lockbox"", ""TV with standard cable"", ""Dishes and silverware"", ""Ethernet connection"", ""Baking sheet"", ""Extra pillows and blankets"", ""Heating - split type ductless system"", ""Clothing storage: closet"", ""Coffee"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""AC - split type ductless system"", ""Coffee maker: Keurig coffee machine"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",642.0,7,365,t,18,36,63,166,2024-06-22,168,2016-11-19,2024-06-02,4.96,4.98,4.97,4.99,4.98,4.97,4.81,t,19,1.82
16013285,2024-06-22,city scrape,Clean & Spacious 2 bedroom Near Downtown,"Clean, spacious two bedroom is close to Ashmont Village, UMASS Boston & Downtown Boston. You’ll love the Quiet neighborhood with included off-street parking a short drive, uber or train ride to downtown. My place is good for couples and families. Lots of restaurants and bars in the neighborhood.",68235152,2016-04-21,within an hour,100%,100%,f,Dorchester,1,1,"['email', 'phone', 'work_email']",t,Dorchester,42.29181,-71.05264,Entire condo,Entire home/apt,4,1.0,2.0,2.0,"[""Pack \u2019n play/Travel crib - always at the listing"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Single level home"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Hot water"", ""Bathtub"", ""Freezer"", ""Samsung refrigerator"", ""Children\u2019s books and toys"", ""Microwave"", ""Kitchen"", ""42 inch HDTV with Amazon Prime Video, Netflix"", ""Cleaning products"", ""Shampoo"", ""Books and reading material"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Free parking on premises \u2013 1 space"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Keypad"", ""Coffee"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""Standalone high chair - always at the listing"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""Window AC unit"", ""Private entrance"", ""Stove"", ""Coffee maker: Keurig coffee machine"", ""Hair dryer"", ""Iron""]",222.0,2,1125,t,10,17,40,185,2024-06-22,151,2017-05-21,2024-05-23,4.83,4.81,4.76,4.93,4.93,4.69,4.73,f,1,1.75
16233671,2024-06-22,city scrape,Garden room next to T stop/bus hub.,"Large room in a beautiful, newly renovated 3 bedroom garden apartment right next to orange line T stop and bus hub, with very easy access to downtown Boston (10 min), Logan Airport, and Cambridge (15 min by bus). This pet and smoke free apartment has fully equipped kitchen with Bosch dishwasher, garbage disposal, microwave, and range hood. Bedroom with hardwood floor, very comfortable full size bed, and large window. Clean, well equipped, and fully supplied bathroom.",21745230,2014-09-24,within an hour,100%,97%,t,Cambridge,19,25,"['email', 'phone']",t,Charlestown,42.38185,-71.07693,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Shared backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Outdoor dining area"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Various body soap"", ""Ceiling fan"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Lock on bedroom door"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Baking sheet"", ""Various conditioner"", ""Extra pillows and blankets"", ""Paid parking lot off premises"", ""Keypad"", ""Coffee"", ""Blender"", ""Luggage dropoff allowed"", ""Shower gel"", ""Rice maker"", ""Room-darkening shades"", ""Smoke alarm"", ""Outdoor furniture"", ""TV"", ""Wifi"", ""Refrigerator"", ""Stove"", ""Heating"", ""Cleaning available during stay"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron"", ""Washer""]",78.0,2,45,t,5,9,28,204,2024-06-22,87,2017-07-15,2024-06-04,4.87,4.9,4.93,4.92,4.91,4.69,4.7,f,11,1.03
16272709,2024-06-22,city scrape,Roslindale private 2nd floor 2 bedroom apartment,My home is clean and quiet. It's a short 25-35 min drive to Downtown Boston (public transportation is about 45 minutes) and only 36 minutes to the Wrentham outlets. You'll love my place because of the close proximity (15 minute bus ride)to the Forest Hills station which will take you right into Downtown Boston. Harvard University (Cambridge) is 7.9 miles away and takes 26 minutes by car and 57 minutes by subway. My place is good for guests who want a place to stay that is outside of the city.,69267172,2016-04-27,within an hour,100%,87%,t,Roslindale,12,24,"['email', 'phone']",f,Roslindale,42.27486,-71.13495,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Backyard"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Bathtub"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Essentials"", ""Hangers"", ""Oven"", ""Dryer"", ""Patio or balcony"", ""Dishes and silverware"", ""Host greets you"", ""Clothing storage: closet"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Refrigerator"", ""Stove"", ""Pets allowed"", ""Heating"", ""Exterior security cameras on property"", ""Washer""]",112.0,29,1125,t,30,60,90,90,2024-06-22,46,2017-02-19,2020-03-15,4.74,4.87,4.85,4.83,4.85,4.7,4.71,f,11,0.51
16453657,2024-06-22,city scrape,Quiet & Perfect Location Near The Red Line!,"Awesome Private Room in a 2-Family house on the 1st floor sharing common areas with 2 students and/or professionals in a pleasant residential area, close to shops, food & restaurants within walking distance from the house on Dorchester Ave (“Dot” Ave); The house is 5 minutes Walk to the Red Line, a quick T ride to the financial districts, MGH, Boston Common, Hospitals: Beth Israel, Children, Brigham & Woman; MC of Arts, NEU, MIT, UMB & JFK Library, Harvard, & a bus ride to BU Medical Center.",16186589,2014-05-30,within an hour,97%,96%,f,Dorchester,27,30,"['email', 'phone']",t,Dorchester,42.28732,-71.06625,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Free street parking"", ""Free parking on premises"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Dryer"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Host greets you"", ""Extra pillows and blankets"", ""Private backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Gas stove"", ""Wifi"", ""Window AC unit"", ""Refrigerator"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron"", ""Washer""]",50.0,30,365,t,20,50,80,355,2024-06-22,3,2018-05-20,2023-05-12,5.0,4.67,4.67,5.0,4.67,4.33,4.67,f,27,0.04
16545081,2024-06-22,city scrape,"Renovated, Clean, Quiet & Safe Near Orange Line","(Please do not make a request right away. But send me a message first).<br /><br />Solid and fast wifi. Close to Stony Brook station or Jackson Square station (Orange line), Franklin Park, Egleston Square, Egleston Square Branch of the Boston Public Library, Walgreens, McDonald's. You’ll love my place because of Clean and renovated house, High Ceiling, New Furniture, Easy access to Downtown. My place is good for solo adventurers and business travelers.",18517776,2014-07-21,within an hour,98%,0%,f,Roxbury,31,34,"['email', 'phone']",t,Roxbury,42.31341,-71.09356,Private room in rental unit,Private room,1,1.5,1.0,1.0,"[""Smoke alarm"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Fire extinguisher"", ""Hot water"", ""Air conditioning"", ""Heating"", ""Carbon monoxide alarm"", ""Kitchen""]",39.0,100,1000,t,30,60,90,365,2024-06-22,3,2017-02-27,2019-10-18,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,31,0.03
16894082,2024-06-22,city scrape,South Boston. Minutes away from Convention Center,"In the Heart of South Boston, walking distance to restaurants, coffee shops, bars and nightlife. Less then 1 mile from the convention center. 5 min in Taxi or Uber. #7 Bus from corner will drop you right outside Convention Center.<br />1 mile from children's museum<br />accessible to downtown Boston via bus from the corner of our street. Bus will also take you to the Red line subway service which can access all subway MBTA lines.<br /> <br />1 block from the beach at pleasure bay and parks and Castleisland.",27636546,2015-02-12,within an hour,100%,100%,f,South Boston,1,1,"['email', 'phone']",t,South Boston,42.33509,-71.0288,Entire rental unit,Entire home/apt,4,2.0,1.0,1.0,"[""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Changing table"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Hot tub"", ""Hot water"", ""Baby monitor"", ""Bathtub"", ""Air conditioning"", ""Children\u2019s books and toys"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Smoke alarm"", ""Washer"", ""Babysitter recommendations"", ""High chair"", ""Wifi"", ""Smart lock"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""Baby bath"", ""Heating"", ""Hair dryer"", ""Iron"", ""Outlet covers""]",290.0,2,28,t,16,26,53,219,2024-06-22,50,2017-03-21,2020-12-18,4.9,4.88,4.98,5.0,4.96,4.88,4.84,f,1,0.57
16909100,2024-06-22,city scrape,Modern luxe 1st Flr apartment steps from the train,"Modern ground floor apartment with all updated interior and furnishings. 2 blocks from Stony Brook Orange Line stop. Close to all Boston Universities (Northeastern, Boston University, Boston College, Emerson, Suffolk University, Simmons, etc) as well as all major Boston hospitals (Brigham & Womens, Beth Israel, Dana Farber, Mass General, Boston Medical, etc). Home is also close to Fenway Park, Boston Common, TD Garden, Downtown Boston and the Financial district.",68078375,2016-04-20,within an hour,100%,97%,t,South Beach,5,6,"['email', 'phone', 'work_email']",t,Jamaica Plain,42.32036,-71.10403,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,"[""Board games"", ""Laundromat nearby"", ""Children\u2019s dinnerware"", ""Varies conditioner"", ""Fire extinguisher"", ""GE stainless steel gas stove"", ""Free street parking"", ""Free parking on premises"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Single level home"", ""Dining table"", ""Self check-in"", ""Shared patio or balcony"", ""Cooking basics"", ""Dedicated workspace"", ""Exercise equipment: stationary bike"", ""Hot water"", ""Outdoor dining area"", ""Freezer"", ""Children\u2019s books and toys"", ""Varies body soap"", ""Kitchen"", ""Microwave"", ""Clothing storage: closet, wardrobe, and dresser"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Books and reading material"", ""Essentials"", ""Hangers"", ""First aid kit"", ""60 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, premium cable, Roku, standard cable"", ""Wine glasses"", ""Toaster"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Garden view"", ""Baking sheet"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Private backyard \u2013 Fully fenced"", ""Coffee"", ""Blender"", ""Outdoor kitchen"", ""BBQ grill"", ""Shower gel"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Portable fans"", ""Smoke alarm"", ""Outdoor furniture"", ""Babysitter recommendations"", ""High chair"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Indoor fireplace: electric"", ""Window AC unit"", ""Private entrance"", ""Smart lock"", ""Refrigerator"", ""Baby bath"", ""Heating"", ""Coffee maker: Keurig coffee machine"", ""Cleaning available during stay"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron"", ""Outlet covers"", ""Crib""]",299.0,3,730,t,4,8,34,300,2024-06-22,140,2017-04-10,2024-06-17,4.81,4.83,4.86,4.89,4.88,4.86,4.74,f,1,1.6
17223845,2024-06-22,city scrape,Right location & Private Room w/ Airbed Near T!,"My place is close to Fields Corner Red Line T station and is MBTA accessible... You’ll love my place because of the location.  It is close to JFK/UMASS and JFK Library, 2 T stops away from the house.  <br />My place is good for solo adventurers and business travelers and the bedroom comes with a ""Comfortable Airbed"" as shown in the pictures.",16186589,2014-05-30,within an hour,97%,96%,f,Dorchester,27,30,"['email', 'phone']",t,Dorchester,42.30042,-71.06435,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Free street parking"", ""Free parking on premises"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Shared patio or balcony"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Oven"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Gas stove"", ""Wifi"", ""Window AC unit"", ""Refrigerator"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",45.0,30,365,t,14,34,64,339,2024-06-22,16,2017-09-30,2023-12-31,4.69,4.88,4.63,4.94,4.94,3.81,4.63,f,27,0.2
17296595,2024-06-22,city scrape,Beautifully renovated apartment in the trees,"This sun filled, spacious apartment is located very close to public transportation, both the T (metro) and bus to Boston, the beautiful Arnold Arboretum, shopping and Jamaica Pond, a historic park designed by Olmsted. You’ll love the location, the views, the new kitchen and bath. The three bedrooms are perfect for couples and business travelers.",13242712,2014-03-17,within an hour,100%,100%,t,Jamaica Plain,1,2,['phone'],t,Jamaica Plain,42.30817,-71.11114,Entire rental unit,Entire home/apt,5,1.0,3.0,4.0,"[""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Patio or balcony"", ""Dishes and silverware"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Window AC unit"", ""Private entrance"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",375.0,29,365,t,12,36,49,49,2024-06-22,105,2017-04-17,2023-10-30,4.86,4.89,4.96,4.92,4.89,4.94,4.62,f,1,1.2
17430142,2024-06-22,city scrape,Renovated Clean Quiet House near Orange line,"(Please do not make a request right away. But send me a message first).<br /><br />My place is close to Orange Line (Stony Brook/Jackson Square), Franklin Park. You’ll love my place because of Renovated Clean house, Quiet and peaceful atmosphere. <br /><br />Youtube video, Published on Jan 6, 2017 : <br /><br />'27 Homestead Renovated House 32 '",18517776,2014-07-21,within an hour,98%,0%,f,Roxbury,31,34,"['email', 'phone']",t,Roxbury,42.31341,-71.09358,Private room in home,Private room,1,1.0,2.0,1.0,"[""Smoke alarm"", ""Hangers"", ""Oven"", ""Wifi"", ""Hot water"", ""Dishes and silverware"", ""Air conditioning"", ""Bathtub"", ""Refrigerator"", ""Dishwasher"", ""Stove"", ""Heating"", ""Free street parking"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen""]",39.0,150,1125,t,30,60,90,179,2024-06-22,2,2017-04-15,2017-06-22,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,31,0.02
17523630,2024-06-22,city scrape,Private & serene getaway in beautiful JP,"Quiet, private & serene walk-up 3rd floor apt. Separate entrance, full bath & kitchenette.  Bright and spacious. 3 blocks from the center of JP with great restaurants and shopping. 5 min. walk to the 39 bus to Longwood Area and Back Bay. 15 min. walk to the Orange Line T (subway); ten minutes to Back Bay Station on the T.  1/2 block from Jamaica Pond. 5 min. walk to the Arboretum. Our space is NOT good for people with huge luggage! Tons (truly) of street parking, no permit or restrictions.",30593609,2015-04-04,within an hour,100%,96%,t,Jamaica Plain,1,1,"['email', 'phone']",t,Jamaica Plain,42.31299,-71.11876,Entire guest suite,Entire home/apt,3,1.0,1.0,2.0,"[""Mini fridge"", ""Laundromat nearby"", ""Baby safety gates"", ""Fire extinguisher"", ""Free street parking"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Dedicated workspace"", ""Kitchenette"", ""Hot water"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Children\u2019s books and toys"", ""Microwave"", ""Hot water kettle"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Extra pillows and blankets"", ""Private backyard \u2013 Fully fenced"", ""Coffee"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Smoke alarm"", ""Wifi"", ""Window AC unit"", ""Private entrance"", ""AC - split type ductless system"", ""Heating"", ""Hair dryer"", ""Iron""]",186.0,3,25,t,9,27,49,319,2024-06-22,257,2017-03-16,2024-06-06,4.98,4.97,5.0,4.97,5.0,4.96,4.89,f,1,2.9
17541222,2024-06-22,city scrape,Room for up to 4 in Updated 1 BR apt by T!,Enjoy your time in Boston in a century-old brownstone building.  A freshly renovated second floor 1 BR apartment with everything you need to spend a weekend or weeks away from home.  Exceptional convenience to the T (our subway) gives you access to all that Boston and Cambridge have to offer.  Old world charm is the background for a clean space with a new bathroom and updated kitchen.  Room for 4 with a private queen bed and an Ikea couch that converts to a sleeper in the living room.,18150109,2014-07-15,within a few hours,100%,94%,t,Roxbury,5,5,"['email', 'phone']",t,Roxbury,42.32852,-71.09581,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Hangers"", ""Essentials"", ""Oven"", ""Dishes and silverware"", ""Keypad"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron""]",153.0,91,1125,t,29,57,87,177,2024-06-22,159,2017-03-06,2019-12-09,4.72,4.83,4.72,4.92,4.93,4.6,4.72,f,5,1.79
17559493,2024-06-22,city scrape,"NEW 2nd Floor, 2BR Downtown Boston","Modern apartment in the heart of Boston.<br />2 bedrooms<br />One queen bed<br />Two twin beds<br />1 full bathroom <br />Full kitchen<br />Free wifi<br />Cable TV<br /><br />Walking distance from Chinatown, Theater District, shopping centers, Boston Commons, multiple subway stations, Tufts Medical Center, and more.",118122992,2017-02-25,within an hour,100%,100%,f,Chinatown,4,4,"['email', 'phone']",t,Chinatown,42.34903,-71.062,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,"[""Fire extinguisher"", ""Free street parking"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Hangers"", ""Essentials"", ""First aid kit"", ""TV with standard cable"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Private entrance"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Iron""]",266.0,3,1125,t,7,11,22,163,2024-06-22,277,2017-03-19,2024-05-06,4.71,4.82,4.83,4.93,4.93,4.79,4.6,t,4,3.13
17559756,2024-06-22,city scrape,"NEW 3rd Floor, 2BR Downtown Boston","Modern apartment in the heart of Boston.<br />2 bedrooms<br />One queen bed<br />Two twin beds<br />1 full bathroom <br />Full kitchen<br />Free wifi<br />Cable TV<br /><br />Walking distance from Chinatown, Theater District, shopping centers, Boston Commons, multiple subway stations, Tufts Medical Center, and more.",118122992,2017-02-25,within an hour,100%,100%,f,Chinatown,4,4,"['email', 'phone']",t,Chinatown,42.3503,-71.06037,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,"[""Fire extinguisher"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Hangers"", ""Essentials"", ""First aid kit"", ""TV with standard cable"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Private entrance"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Iron""]",278.0,3,1125,t,4,10,18,81,2024-06-22,236,2017-03-19,2024-06-05,4.74,4.85,4.86,4.95,4.92,4.74,4.59,t,4,2.67
17567087,2024-06-22,city scrape,Charming South End Duplex (Pets Ok),"Ground floor duplex with backyard.  In the heart of the South End.  The best restaurants and coffee shops in Boston are within 1-2 blocks.  We are pet friendly with a dog park 1 block away.  A Victorian brownstone with 2 floors and a big backyard.  2 separate bedrooms (queen beds) with exposed brick and heavy duty AC units in each BR.  The third bed is a queen sized Serta air mattress(easily inflatable) A massive parlor level, very spacious.  Easily the best neighborhood in Boston.",119265681,2017-03-05,within an hour,100%,98%,t,South End,2,3,"['email', 'phone', 'work_email']",f,South End,42.34351,-71.06889,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,"[""Backyard"", ""Fire extinguisher"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Paid parking off premises"", ""Hot water"", ""EV charger"", ""Air conditioning"", ""Microwave"", ""Children\u2019s books and toys"", ""Kitchen"", ""Shampoo"", ""Hangers"", ""Essentials"", ""First aid kit"", ""Oven"", ""Patio or balcony"", ""Lockbox"", ""TV with standard cable"", ""Dishes and silverware"", ""BBQ grill"", ""Smoke alarm"", ""Wifi"", ""Refrigerator"", ""Stove"", ""Pets allowed"", ""Heating"", ""Hair dryer"", ""Iron""]",350.0,2,1125,t,5,7,14,196,2024-06-22,333,2017-03-19,2024-06-16,4.96,4.94,4.92,4.97,4.97,4.97,4.82,f,2,3.77
17704067,2024-06-22,city scrape,Great Location for your stay!,"My place is close to the Red Line T station and the Purple Commuter Line (walking distance to the T) and the guests also have access to the MBTA bus line. The Red Line goes all the way to Cambridge pass Harvard Square, making stops at Downtown Xssing, MIT, MGH.  The Purple Line goes to South Station. Both T lines are walking distance from the house. You’ll love my place because of the location; it is close to JFK/UMASS & JFK Library. My place is good for solo adventurers and business travelers.",16186589,2014-05-30,within an hour,97%,96%,f,Dorchester,27,30,"['email', 'phone']",t,Dorchester,42.30656,-71.07173,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Free street parking"", ""Free parking on premises"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Oven"", ""Lock on bedroom door"", ""Dishes and silverware"", ""City skyline view"", ""Host greets you"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Smoke alarm"", ""Wifi"", ""Window AC unit"", ""Refrigerator"", ""Stove"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",40.0,30,365,t,8,28,58,333,2024-06-22,15,2017-07-01,2024-06-02,4.6,4.53,4.33,4.67,4.6,3.87,4.13,f,27,0.18
